state,year,govelec,black,metro,unem,criv,crip,lcriv,lcrip,gcriv,gcrip,y81,y82,y83,y84,y85,y86,y87,y88,y89,y90,y91,y92,y93,ag0_14,ag15_17,ag18_24,ag25_34,incpc,polpc,gincpc,gpolpc,cag0_14,cag15_17,cag18_24,cag25_34,cunem,cblack,cmetro,pris,lpris,gpris,final1,final2
2,83,0,.0361,.4271,.10308,6.02459,53.051231,1.7958494,3.9712582,-.0076922178,-.025065184,0,0,1,0,0,0,0,0,0,0,0,0,0,.26844263,.047131147,.125,.23565574,17930.697,268.85245,.046312097,-.040626895,.0039981841,-.001757741,-.0061111068,.00010019302,.0032499982,.069999933,-.0022999954,193.77777,5.2667122,.12754202,0,0
2,84,0,.036800001,.42480001,.1015,6.0466924,53.43969,1.7995114,3.9785538,.0036619902,.0072956085,0,0,0,1,0,0,0,0,0,0,0,0,0,.270428,.046692606,.12062257,.23151751,17625.547,286.18677,-.017164798,.062481925,.0019853783,-.00043854237,-.0043774317,-.0041382406,-.0015799999,.070000172,-.0022999954,219.67213,5.3921361,.12542391,0,0
2,85,0,.037500001,.42250001,.096079998,5.6973686,51.857143,1.7400044,3.9484928,-.059507012,-.030061007,0,0,0,0,1,0,0,0,0,0,0,0,0,.27631578,.046992484,.11654136,.22556391,18430.637,294.54886,.044664942,.028800262,.0058877752,.00029987813,-.0040812111,-.0059535978,-.005419998,.069999933,-.0022999954,251.55643,5.5276675,.13553143,0,0
2,86,1,.038199998,.42019999,.10908,5.5992646,55.711395,1.7226353,4.0201845,-.017369151,.071691751,0,0,0,0,0,1,0,0,0,0,0,0,0,.27941176,.047794119,.11397059,.21691178,17821.215,277.20587,-.033624727,-.060684443,.0030959891,.0008016348,-.0025707721,-.0086521339,.013000002,.069999933,-.0022999954,287.59399,5.6615496,.13388205,0,0
2,87,0,.038900003,.4179,.108,4.4359927,47.942486,1.4897515,3.870002,-.23288381,-.15018249,0,0,0,0,0,0,1,0,0,0,0,0,0,.2820037,.048237476,.11131725,.20964751,17252.17,318.7384,-.032451663,.13961026,.0025919343,.00044335841,-.0026533317,-.0072642709,-.001079998,.070000172,-.0022999954,306.25,5.724402,.062852383,0,0
2,88,0,.0396,.4156,.092249997,4.9483395,41.634686,1.5990521,3.7289336,.10930061,-.14106846,0,0,0,0,0,0,0,1,0,0,0,0,0,.2785978,.044280443,.10701107,.20848709,17932.758,355.71957,.038691159,.10977199,-.0034059144,-.0039570332,-.0043061827,-.0011604119,-.015750008,.069999933,-.0022999954,327.82932,5.7924929,.068090916,0,0
2,89,0,.0403,.41330001,.067419998,4.7952466,41.255943,1.5676252,3.7197952,-.031426907,-.0091383457,0,0,0,0,0,0,0,0,1,0,0,0,0,.27605119,.042047534,.10603291,.20658134,19636.496,353.56491,.090760797,-.0060756151,-.0025465966,-.0022329092,-.00097816472,-.0019057464,-.024829999,.070000172,-.0022999954,343.54242,5.8393106,.04681778,0,0
2,90,1,.040999997,.41099998,.070249997,5.207581,45.951263,1.6501155,3.8275814,.082490325,.10778618,0,0,0,0,0,0,0,0,0,1,0,0,0,.27256316,.041516248,.10108303,.20397112,20848.021,350.18051,.05986917,-.0096183233,-.0034880256,-.00053128717,-.0049498747,-.0026102257,.0028299999,.069999695,-.0023000336,348.81171,5.8545322,.015221596,0,0
2,91,0,.041700002,.40869999,.085000001,6.149385,50.96661,1.8163521,3.9311707,.16623664,.1035893,0,0,0,0,0,0,0,0,0,0,1,0,0,.27592269,.040421791,.098418273,.19683655,21581.395,273.63797,.034572527,-.24664281,.0033595085,-.0010944557,-.0026647567,-.0071345712,.014750004,.070000172,-.0022999954,334.11554,5.8114867,-.043045521,1,0
2,92,0,.042399999,.4064,.091000006,6.5935373,49.006802,1.8860899,3.8919592,.069737792,-.039211512,0,0,0,0,0,0,0,0,0,0,0,1,0,.27380952,.04251701,.096938774,.18877549,22235.414,233.84354,.029854666,-.15715371,-.0021131516,.0020952178,-.0014795017,-.0080610467,.0060000038,.069999695,-.0022999954,323.37433,5.7788105,-.03267622,0,1
2,93,0,.043099999,.4041,.075999998,7.6076794,48.071785,2.0291581,3.8726954,.14306819,-.019263744,0,0,0,0,0,0,0,0,0,0,0,0,1,.27212021,.043405674,.096828051,.1803005,23014.133,275.95993,.034422252,.16560343,-.0016893196,.00088866713,-.00011072159,-.0084749982,-.015000004,.070000172,-.0022999954,330.61224,5.8009462,.022135735,0,1
3,80,0,.027999999,.75099999,.067000002,6.5022073,75.126198,1.8721417,4.3191695,.1653266,.10677767,0,0,0,0,0,0,0,0,0,0,0,0,0,.23730685,.054083887,.13576159,.16335541,9332.0596,299.48492,.11222626,.029491974,-.0058646202,-.0016824246,.0014671993,.0044024466,.016500002,-.019999981,.00059997558,141.76784,4.9541907,.03291893,0,0
3,81,0,.028199999,.75489998,.061250001,5.7231317,69.955513,1.7445161,4.2478595,-.12762558,-.071310043,1,0,0,0,0,0,0,0,0,0,0,0,0,.23202847,.050533809,.13451958,.17081851,10250.007,302.63345,.093822636,.010458268,-.0052783773,-.0035500764,-.0012420082,.0074630929,-.0057500028,.019999981,.0038999938,160.41208,5.0777459,.12355518,0,0
3,82,1,.028399998,.75879997,.099169999,5.1159167,65.453636,1.6323566,4.1813421,-.11215949,-.066517353,0,1,0,0,0,0,0,0,0,0,0,0,0,.22906575,.047750864,.13217993,.17266436,10476.102,294.63669,.021818249,-.026779316,-.0029627227,-.0027829455,-.0023396492,.0018458557,.037919998,.019999981,.0038999938,185.01779,5.2204518,.14270592,0,0
3,83,0,.0286,.76269996,.091169998,4.9316268,58.854832,1.5956689,4.0750737,-.036687732,-.10626841,0,0,1,0,0,0,0,0,0,0,0,0,0,.22701246,.045806669,.12899967,.17514315,11228.498,288.21152,.069358394,-.022048386,-.0020532799,-.0019441938,-.0031802654,.0024787902,-.0080000022,.019999981,.0038999938,209.27336,5.3436413,.12318945,0,0
3,84,0,.028800001,.76660001,.04933,5.1372676,59.55983,1.6365213,4.0869813,.040852427,.011907578,0,0,0,1,0,0,0,0,0,0,0,0,0,.22627975,.044995107,.12487773,.17737202,12285.703,284.47995,.089981221,-.013031869,-.00073270797,-.00081156252,-.0041219331,.0022288703,-.041839994,.020000219,.0039000702,227.11351,5.4254498,.081808567,0,0
3,85,0,.029000001,.7705,.065080002,6.0307789,65.198181,1.7968762,4.1774316,.16035485,.090450287,0,0,0,0,1,0,0,0,0,0,0,0,0,.22550251,.045226131,.12060302,.17870604,13219.922,282.12939,.073288687,-.0082969647,-.00077724457,.00023102283,-.0042747115,.0013340187,.015750002,.019999981,.0038999938,249.29898,5.5186529,.093203068,0,0
3,86,1,.029200001,.7744,.069250003,6.6006651,66.812271,1.8871704,4.2018867,.090294242,.02445507,0,0,0,0,0,1,0,0,0,0,0,0,0,.22249094,.045646917,.11698911,.1804716,13993.291,288.30109,.056853078,.021639561,-.0030115701,.00042078496,-.0036139011,.0017655563,.0041699982,.019999981,.0038999938,259.83041,5.560029,.041376114,0,0
3,87,0,.0294,.77830005,.062749997,6.034914,64.784111,1.7975616,4.1710606,-.089608788,-.030826092,0,0,0,0,0,0,1,0,0,0,0,0,0,.22345068,.044806518,.113762,.18009892,14526.112,288.79837,.037369877,.0017233912,.00095973967,-.00084039685,-.0032271193,-.00037267685,-.0065000057,.019999981,.0038999938,273.21643,5.6102643,.050235271,0,0
3,88,0,.0296,.78220004,.062579997,5.9821782,67.272415,1.7887847,4.2087502,-.0087769032,.037689686,0,0,0,0,0,0,0,1,0,0,0,0,0,.22404526,.043281469,.11173975,.17906648,15063.988,291.79633,.036359135,.01032728,.00059457781,-.0015250492,-.0020222473,-.0010324287,-.00016999722,.019999981,.0038999938,307.18652,5.7274551,.11719084,0,0
3,89,0,.0298,.78610003,.052250005,5.8862505,73.242409,1.7726192,4.2937746,-.016165495,.085024357,0,0,0,0,0,0,0,0,1,0,0,0,0,.22749862,.041137494,.10988405,.17586969,15639.458,294.16068,.037490066,.008070088,.0034533693,-.0021439744,-.0018557071,-.0031967927,-.010329995,.019999981,.0038999938,341.24469,5.8325996,.1051445,0,0
3,90,1,.029999999,.79000002,.05325,6.4957891,72.05352,1.8711541,4.2774091,.098534822,-.016365528,0,0,0,0,0,0,0,0,0,1,0,0,0,.22928552,.040478129,.10703614,.17223582,16254.542,298.66882,.038575295,.015209213,.0017868995,-.00065936567,-.0028479099,-.0036338805,.00099999423,.019999981,.0038999938,354.5831,5.8709426,.038342953,0,0
3,91,0,.030199999,.79390001,.056999996,6.7143621,67.420982,1.9042488,4.2109561,.033094764,-.06645298,0,0,0,0,0,0,0,0,0,0,1,0,0,.23144688,.039775759,.1033102,.1692472,16758.816,338.44101,.030552095,.12501447,.0021613503,-.0007023692,-.0037259387,-.0029886246,.0037499999,.019999981,.0038999938,375.79462,5.9290428,.058100224,0,0
3,92,0,.030400001,.7978,.074000001,6.7082462,63.577507,1.9033376,4.1522598,-.00091123581,-.05869627,0,0,0,0,0,0,0,0,0,0,0,1,0,.23303759,.040187892,.10046973,.1651879,17484.721,335.17746,.042402923,-.009689685,.0015907097,.00041213274,-.0028404617,-.0040592956,.017000003,.019999981,.0038999938,397.54404,5.9853058,.05626297,0,0
3,93,0,.0306,.8017,.061999999,7.1498985,67.167427,1.9670981,4.2071886,.063760519,.05492878,0,0,0,0,0,0,0,0,0,0,0,0,1,.23170732,.040142279,.098831303,.16183943,18119.162,341.99695,.035642661,.020141691,-.0013302612,-.000045614244,-.0016384316,-.0033484651,-.012000003,.019999981,.0038999938,416.10126,6.0309286,.045622826,0,0
4,80,1,.16299999,.38699999,.076080002,3.3490813,34.728783,1.2086861,3.5475688,-.048533201,.10582781,0,0,0,0,0,0,0,0,0,0,0,0,0,.23709536,.05686789,.1216098,.14654417,7384.1768,200.39371,.066890292,.071478568,-.0020063592,-.00081594946,.00095810893,.00035307885,.014330005,-.20000076,.00069999695,131.21973,4.876873,.13250303,0,0
4,81,0,.1626,.38839999,.090999991,3.1046665,34.876579,1.1329063,3.5518155,-.075779796,.0042467117,1,0,0,0,0,0,0,0,0,0,0,0,0,.23331881,.053205408,.12298299,.15045792,8304.127,192.84779,.11741318,-.038382724,-.0037765503,-.0036624812,.0013731861,.0039137364,.014919992,-.039999008,.0013999939,127.34033,4.8468633,-.030009747,0,0
4,82,1,.16219999,.38979998,.097749993,3.2423713,35.422405,1.1763049,3.5673444,.043398619,.015528917,0,1,0,0,0,0,0,0,0,0,0,0,0,.23060158,.050130777,.1233653,.14952049,8646.8408,194.94333,.040441416,.010807652,-.0027172279,-.0030746318,.00038230896,-.00093742373,.006750002,-.040000916,.0013999939,145.13737,4.9776807,.13081741,0,0
4,83,0,.1618,.39119998,.10125,3.0052037,32.334347,1.1003454,3.47613,-.075959563,-.091214418,0,0,1,0,0,0,0,0,0,0,0,0,0,.2281006,.047701649,.12315699,.15047702,9099.0146,192.80139,.050972097,-.011048296,-.0025009727,-.0024291277,-.00020831107,.00095652579,.0035000038,-.039999008,.0013999939,170.96774,5.1414747,.16379404,0,0
4,84,1,.16139999,.39259997,.089419991,3.2538793,30.842241,1.179848,3.4288852,.079502583,-.047244787,0,0,0,1,0,0,0,0,0,0,0,0,0,.2262931,.046982761,.12068966,.1512931,10052.484,195.43103,.099653676,.013546931,-.001807499,-.00071888923,-.0024673271,.0008160877,-.011830006,-.040000916,.0013999939,183.26106,5.2109118,.069437027,0,0
4,85,0,.161,.39400002,.086329997,3.5234208,32.819939,1.2594323,3.4910362,.07958436,.062150955,0,0,0,0,1,0,0,0,0,0,0,0,0,.2247529,.047271166,.11731844,.15212721,10674.928,197.29265,.060077984,.0094806198,-.0015402031,.00028840543,-.0033712196,.00083409308,-.0030900002,-.039999008,.0014000321,193.18965,5.2636724,.052760601,0,0
4,86,1,.16059999,.39540002,.087580003,4.0158663,35.904373,1.3902531,3.5808592,.13082075,.089823008,0,0,0,0,0,1,0,0,0,0,0,0,0,.22126931,.048456259,.11363636,.15351629,11209.113,201.92966,.048829343,.023231253,-.0034836007,.001185093,-.0036820793,.0013890933,.0012500095,-.040000916,.0013999939,203.0941,5.3136692,.049996853,0,0
4,87,0,.1602,.39680001,.081,4.2011104,39.084969,1.4353489,3.6657379,.045095801,.084878683,0,0,0,0,0,0,1,0,0,0,0,0,0,.22032452,.04824936,.10973527,.15456875,11613.968,204.61145,.03548136,.013193412,-.00094478606,-.00020689964,-.0039010907,.0010524559,-.0065799998,-.039999008,.0013999939,221.22641,5.3991866,.085517406,0,0
4,88,0,.15979999,.39820001,.076669998,4.369185,39.24968,1.4745765,3.6699433,.039227605,.0042054653,0,0,0,0,0,0,0,1,0,0,0,0,0,.22065727,.047375157,.10584721,.15450278,12289.022,208.06659,.056497891,.016745353,.00033275606,-.00087419985,-.0038880634,-.00006597519,-.0043300055,-.040000916,.0013999939,234.45773,5.4572754,.058088779,0,0
4,89,0,.1594,.3996,.072420001,4.8580561,41.864025,1.5806384,3.734427,.10606194,.064483643,0,0,0,0,0,0,0,0,1,0,0,0,0,.22080137,.045609549,.10315431,.15387894,13086.788,211.59421,.062896796,.016812157,.0001441002,-.0017656088,-.0026928997,-.00062382699,-.004249997,-.039999962,.0013999939,250.06401,5.5217171,.064441681,0,0
4,90,1,.15899999,.40099999,.068829998,5.3125267,43.268364,1.6700675,3.7674217,.08942914,.032994747,0,0,0,0,0,0,0,0,0,1,0,0,0,.21995755,.044585988,.10106158,.15201698,13779.282,214.56476,.051562998,.01394127,-.00084383012,-.0010235644,-.0020927333,-.0018619633,-.003590002,-.039999962,.0013999939,279.02814,5.6313128,.10959578,0,0
4,91,0,.1586,.40240002,.072999999,5.9350486,45.835934,1.7808752,3.8250685,.11080766,.057646751,0,0,0,0,0,0,0,0,0,0,1,0,0,.21931675,.044285111,.10122312,.14888233,14456.479,233.99411,.047976546,.086684346,-.00064079283,-.0003008747,.00016154289,-.0031346511,.0041699982,-.039999962,.0014000321,308.87473,5.7329359,.10162306,0,0
4,92,0,.1582,.40380001,.071999997,5.77736,41.939014,1.7539468,3.7362165,-.026928425,-.088851929,0,0,0,0,0,0,0,0,0,0,0,1,0,.21762741,.044695072,.10150376,.14536341,15585.84,237.80284,.075220078,.016145987,-.0016893387,.00040996075,.00028064728,-.0035189248,-.000999999,-.039999962,.0013999939,325.68536,5.7859316,.052995682,0,0
4,93,0,.1578,.4052,.061999999,5.9327559,42.174503,1.7804888,3.7418158,.026542068,.0055992603,0,0,0,0,0,0,0,0,0,0,0,0,1,.21699671,.044966999,.10189769,.14191419,15996.538,214.85147,.02600953,-.10149498,-.000630703,.00027192594,.00039392471,-.0034492111,-.0099999998,-.039999962,.0013999939,342.31412,5.8357286,.049797058,0,0
5,80,0,.077,.95300001,.068080001,8.8849926,68.997887,2.1843636,4.234076,.11556125,.060141563,0,0,0,0,0,0,0,0,0,0,0,0,0,.21776238,.052137908,.13740072,.17927158,11744.407,268.98343,.10977418,.014872043,-.0027303887,-.0016093493,-.00079423905,.0045285034,.0059100008,.069999695,-.00049995421,91.413338,4.5153913,.065584183,0,0
5,81,0,.076700002,.95339996,.074000001,8.5845757,66.923416,2.149967,4.2035489,-.034396648,-.030527115,1,0,0,0,0,0,0,0,0,0,0,0,0,.21600921,.048752371,.13592193,.18714485,12837.078,269.36096,.088960566,.0014025706,-.0017531585,-.0033855392,-.0014787865,.0078732679,.0059199999,-.029999733,.00039993285,98.293053,4.5879536,.072562218,0,0
5,82,1,.076399997,.95379996,.0995,8.115592,64.457169,2.0937872,4.1660008,-.056179762,-.037548065,0,1,0,0,0,0,0,0,0,0,0,0,0,.21619661,.046253022,.13360193,.18908139,13410.308,265.95486,.043685924,-.012725734,.000187397,-.0024993466,-.0023199939,.001936531,.025499998,-.03000021,.00040000916,114.93452,4.7443628,.15640926,0,0
5,83,0,.076099999,.95419997,.096670002,7.6692033,58.615417,2.0372128,4.0709977,-.056574345,-.095003128,0,0,1,0,0,0,0,0,0,0,0,0,0,.21671924,.044597793,.13071766,.19171925,14109.53,267.23581,.05082684,.0048048375,.00052263262,-.0016552305,-.0028842641,.0026378632,-.0028299999,-.029999733,.00040000916,135.3062,4.9075403,.16317749,0,0
5,84,0,.075800002,.95459998,.077749997,7.5680623,56.55978,2.023937,4.0352983,-.013275862,-.035699368,0,0,0,1,0,0,0,0,0,0,0,0,0,.21602693,.044149514,.12765051,.19381674,15374.943,266.64215,.085888654,-.0022239489,-.00069231034,-.00044827937,-.00306715,.0020974921,-.018920003,-.03000021,.00040000916,149.94084,5.010241,.10270071,0,0
5,85,0,.075500004,.95499998,.07192,7.6306872,57.362053,2.0321779,4.0493832,.0082409382,.014084816,0,0,0,0,1,0,0,0,0,0,0,0,0,.21546084,.044362921,.1246549,.19534057,16314.832,260.94702,.059335504,-.021590097,-.00056610105,.00021340846,-.0029956244,.001523838,-.0058299969,-.029999733,.00040000916,161.16701,5.0824413,.072200298,0,0
5,86,1,.075199999,.95539999,.066749997,9.1642685,58.161724,2.215312,4.0632277,.18313408,.01384449,0,0,0,0,0,1,0,0,0,0,0,0,0,.21511328,.044830643,.12146705,.19618478,17082.508,267.53375,.045980372,.024928331,-.00034755707,.00046772003,-.0031878471,.00084421155,-.0051700021,-.03000021,.00040000916,182.76918,5.2082238,.12578249,0,0
5,87,0,.074900001,.9558,.057670001,9.1422043,55.654964,2.2129016,4.0191712,-.0024104118,-.044056416,0,0,0,0,0,0,1,0,0,0,0,0,0,.21636607,.043705225,.11930734,.19609749,17830.941,265.59744,.042880226,-.0072639468,.0012527847,-.0011254167,-.00215971,-.000087299348,-.0090799956,-.03000021,.00040000916,212.99167,5.3612533,.15302944,0,0
5,88,0,.074600004,.9562,.052999996,9.2015181,56.463604,2.2193685,4.033596,.0064668655,.014424801,0,0,0,0,0,0,0,1,0,0,0,0,0,.21820545,.041701797,.11793845,.19526419,18705.871,263.64178,.047902208,-.0073904833,.0018393898,-.0020034267,-.001368885,-.00083330157,-.0046700048,-.029999733,.00040000916,233.32973,5.4524527,.091199398,0,0
5,89,0,.074299999,.95660001,.050829995,9.7246904,57.55069,2.274668,4.0526662,.05529952,.019070148,0,0,0,0,0,0,0,0,1,0,0,0,0,.22068588,.03942775,.11729071,.19333974,19619.92,266.40427,.047707938,.010423648,.0024804305,-.0022740483,-.00064774515,-.0019244575,-.00217,-.03000021,.00040000916,259.20459,5.5576177,.105165,0,0
5,90,1,.074000001,.95699996,.056170002,10.406872,55.344307,2.3424664,4.0135736,.067798376,-.039092541,0,0,0,0,0,0,0,0,0,1,0,0,0,.2248988,.038810264,.11465757,.19030413,20665.762,269.77484,.051932935,.012572736,.0042129136,-.00061748503,-.0026331425,-.0030356026,.0053400039,-.029999733,.00039993285,288.65082,5.6652179,.10760021,0,0
5,91,0,.073699996,.95739996,.075000003,10.889664,56.776104,2.387814,4.0391154,.045347691,.025541782,0,0,0,0,0,0,0,0,0,0,1,0,0,.23086791,.037918903,.10879074,.18818036,20879.939,292.5116,.010310556,.080916621,.0059691048,-.0008913636,-.0058668233,-.0021237754,.018830003,-.03000021,.00040000916,314.90515,5.7522717,.087053776,0,0
5,92,0,.073399998,.95779997,.091000006,11.187053,55.547401,2.414757,4.0172367,.026942968,-.021878719,0,0,0,0,0,0,0,0,0,0,0,1,0,.23453632,.038064409,.103609,.18514322,21599.551,285.40863,.033883654,-.024582369,.0036684228,.00014550924,-.0051817419,-.0030371284,.015999999,-.029999733,.00040000916,323.98788,5.7807059,.028434277,0,0
5,93,0,.073100001,.95819998,.092,10.777642,53.79142,2.3774738,3.9851139,-.037283182,-.03212285,0,0,0,0,0,0,0,0,0,0,0,0,1,.23741628,.037903305,.099388033,.18163468,21883.385,274.74289,.013055145,-.038086232,.002879963,-.00016110658,-.0042209625,-.0035085487,.00099999423,-.03000021,.00040000916,341.37241,5.832974,.052268028,0,0
6,80,0,.035,.80500001,.058499999,5.2647057,67.77578,1.6610253,4.2162051,.035777569,.0647645,0,0,0,0,0,0,0,0,0,0,0,0,0,.22664361,.052941173,.14463668,.19723183,10688.288,274.11765,.12801293,.042187013,-.0057186317,-.0021658803,-.0013794708,.0073406412,.010830002,.049999952,.00029998779,93.295898,4.5357761,.042533398,0,0
6,81,0,.035500001,.80599999,.055330001,5.2904634,67.87072,1.6659058,4.2176046,.0048805475,.0013995171,1,0,0,0,0,0,0,0,0,0,0,0,0,.2256548,.049361989,.13969107,.20382807,11953.021,268.67026,.11183544,-.020072557,-.00098880765,-.0035791874,-.004945612,.0065962411,-.0031699992,.049999952,.0009999848,90.276817,4.5028806,-.032895565,0,0
6,82,1,.035999998,.80699998,.077420004,5.0143695,65.391899,1.6123077,4.1803985,-.053598166,-.037206173,0,1,0,0,0,0,0,0,0,0,0,0,0,.22501633,.046701502,.13455258,.20411496,12757.396,275.11429,.065127134,.023701785,-.00063846586,-.0026604843,-.0051384829,.00028688431,.022090007,.049999952,.0009999848,93.015442,4.5327654,.029884815,0,0
